to_be_deleted_path,reconstructed_filename,found_in_db,file_id,actions,notes
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__RCV__File_Name_Lost_(56).mp4_fixed.mp4,File Name Lost (56).mp4 fixed.mp4,True,1599,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__RCV__File_Name_Lost_(57).mp4_fixed.mp4,File Name Lost (57).mp4 fixed.mp4,True,1601,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__RCV__File_Name_Lost_(60).mp4_fixed.mp4,File Name Lost (60).mp4 fixed.mp4,True,1603,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__RCV__File_Name_Lost_(61).mp4_fixed.mp4,File Name Lost (61).mp4 fixed.mp4,True,1605,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__RCV__File_Name_Lost_(62).mp4_fixed.mp4,File Name Lost (62).mp4 fixed.mp4,True,1607,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__RCV__File_Name_Lost_(63).mp4_fixed.mp4,File Name Lost (63).mp4 fixed.mp4,True,1609,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__RCV__File_Name_Lost_(64).mp4_fixed.mp4,File Name Lost (64).mp4 fixed.mp4,True,1610,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__RCV__File_Name_Lost_(65).mp4_fixed.mp4,File Name Lost (65).mp4 fixed.mp4,True,1612,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__RCV__VID_20200131_110427_797_recorded.mp4,VID 20200131 110427 797 recorded.mp4,True,1614,,Ambiguous match (8 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__RCV__VID_20200217_102121_485_recorded.mp4,VID 20200217 102121 485 recorded.mp4,True,1616,,Ambiguous match (8 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__RCV__VID_20200217_103534_594_recorded.mp4,VID 20200217 103534 594 recorded.mp4,True,1618,,Ambiguous match (11 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS1__VID_20191009_012258_525_recorded.mp4,VID 20191009 012258 525 recorded.mp4,True,3921,rename → C:\Users\micro\Documents\Better Up\Archive\OWN\Gallery\VID\DRS\2019\ladylyb - Personal Chapters — 2019-10-09_000000.mp4 | move → C:\Users\micro\Documents\Better Up\Media-Manager\gallery\2021\11\24\ladylyb - Personal Chapters — 2019-10-09_000000.mp4,Ambiguous match (6 candidates)
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS_OPT__VID_20200511_052244_wAudio-1_Copy.mp4,VID 20200511 052244 wAudio-1 Copy.mp4,True,5634,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS_OPT__VID_20220622_184444-1_Copy.mp4,VID 20220622 184444-1 Copy.mp4,True,5638,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS_OPT__VID_20220712_070241-2_Copy.mp4,VID 20220712 070241-2 Copy.mp4,True,5641,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS_OPT__VID_20220713_102703-3_Copy.mp4,VID 20220713 102703-3 Copy.mp4,True,5642,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS_OPT__VID_20220713_105038-4_Copy.mp4,VID 20220713 105038-4 Copy.mp4,True,5643,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS_OPT__VID_20221012_044554-5_Copy.mp4,VID 20221012 044554-5 Copy.mp4,True,5645,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS_OPT__VID_20221111_092814-7_Copy.mp4,VID 20221111 092814-7 Copy.mp4,True,5652,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS_OPT__YouCut_20220623_151152033_Copy.mp4,YouCut 20220623 151152033 Copy.mp4,True,5674,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__addAduiotoVideo1578635902205.mp4,addAduiotoVideo1578635902205.mp4,True,1771,,Ambiguous match (5 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20180504_112031_760_recorded.mp4,VID 20180504 112031 760 recorded.mp4,True,2149,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20180504_114039_925_recorded.mp4,VID 20180504 114039 925 recorded.mp4,True,2159,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20180504_114137_652_recorded.mp4,VID 20180504 114137 652 recorded.mp4,True,2161,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20180504_114250_940_recorded.mp4,VID 20180504 114250 940 recorded.mp4,True,2163,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20180504_114733_156_recorded.mp4,VID 20180504 114733 156 recorded.mp4,True,2165,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20180504_114831_469_recorded.mp4,VID 20180504 114831 469 recorded.mp4,True,2167,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20180504_114939_238_recorded.mp4,VID 20180504 114939 238 recorded.mp4,True,2169,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20180504_115038_740_recorded.mp4,VID 20180504 115038 740 recorded.mp4,True,2171,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20180504_115139_994_recorded.mp4,VID 20180504 115139 994 recorded.mp4,True,2173,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20180504_115236_793_recorded.mp4,VID 20180504 115236 793 recorded.mp4,True,2175,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20180504_115750_230_recorded.mp4,VID 20180504 115750 230 recorded.mp4,True,2177,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20180504_120354_417_recorded.mp4,VID 20180504 120354 417 recorded.mp4,True,2179,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20180504_120541_766_recorded.mp4,VID 20180504 120541 766 recorded.mp4,True,2181,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20180504_120618_726_recorded.mp4,VID 20180504 120618 726 recorded.mp4,True,2183,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20180504_120659_362_recorded.mp4,VID 20180504 120659 362 recorded.mp4,True,2185,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20180504_120801_135_recorded.mp4,VID 20180504 120801 135 recorded.mp4,True,2187,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20180504_120851_373_recorded.mp4,VID 20180504 120851 373 recorded.mp4,True,2189,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20180504_121409_905_recorded.mp4,VID 20180504 121409 905 recorded.mp4,True,2191,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20180508_091256_507_recorded.mp4,VID 20180508 091256 507 recorded.mp4,True,2199,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20180518_120303_384_recorded.mp4,VID 20180518 120303 384 recorded.mp4,True,2213,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20180518_120448_196_recorded.mp4,VID 20180518 120448 196 recorded.mp4,True,2215,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20180518_120529_343_recorded.mp4,VID 20180518 120529 343 recorded.mp4,True,2217,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20180518_120825_227_recorded.mp4,VID 20180518 120825 227 recorded.mp4,True,2219,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20180518_121001_542_recorded.mp4,VID 20180518 121001 542 recorded.mp4,True,2221,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20180518_121215_833_recorded.mp4,VID 20180518 121215 833 recorded.mp4,True,2225,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20180518_121244_925_recorded.mp4,VID 20180518 121244 925 recorded.mp4,True,2227,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20180518_121336_198_recorded.mp4,VID 20180518 121336 198 recorded.mp4,True,2229,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20180518_121420_750_recorded.mp4,VID 20180518 121420 750 recorded.mp4,True,2231,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20180518_121620_985_recorded.mp4,VID 20180518 121620 985 recorded.mp4,True,2233,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20180518_121933_739_recorded.mp4,VID 20180518 121933 739 recorded.mp4,True,2235,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20180518_122036_078_recorded.mp4,VID 20180518 122036 078 recorded.mp4,True,2237,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20180518_122121_315_recorded.mp4,VID 20180518 122121 315 recorded.mp4,True,2239,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20180518_122204_631_recorded.mp4,VID 20180518 122204 631 recorded.mp4,True,2241,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20180518_122250_268_recorded.mp4,VID 20180518 122250 268 recorded.mp4,True,2243,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20180518_122334_903_recorded.mp4,VID 20180518 122334 903 recorded.mp4,True,2245,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20180518_122441_414_recorded.mp4,VID 20180518 122441 414 recorded.mp4,True,2247,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20180530_123308_103_recorded.mp4,VID 20180530 123308 103 recorded.mp4,True,2251,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20180530_123632_708_recorded.mp4,VID 20180530 123632 708 recorded.mp4,True,2253,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20180530_123726_966_recorded.mp4,VID 20180530 123726 966 recorded.mp4,True,2255,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20180530_123817_476_recorded.mp4,VID 20180530 123817 476 recorded.mp4,True,2257,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20180530_124021_705_recorded.mp4,VID 20180530 124021 705 recorded.mp4,True,2259,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20181107_045330_761_recorded.mp4,VID 20181107 045330 761 recorded.mp4,True,2287,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20181107_045428_426_recorded.mp4,VID 20181107 045428 426 recorded.mp4,True,2289,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20181107_045509_430_recorded.mp4,VID 20181107 045509 430 recorded.mp4,True,2291,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20181107_045617_512_recorded.mp4,VID 20181107 045617 512 recorded.mp4,True,2293,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20181107_045724_069_recorded.mp4,VID 20181107 045724 069 recorded.mp4,True,2295,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20181107_045805_251_recorded.mp4,VID 20181107 045805 251 recorded.mp4,True,2297,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20181107_045903_400_recorded.mp4,VID 20181107 045903 400 recorded.mp4,True,2299,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20181107_045943_069_recorded.mp4,VID 20181107 045943 069 recorded.mp4,True,2301,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20181214_063103_670_recorded.mp4,VID 20181214 063103 670 recorded.mp4,True,2303,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20181220_103921_550_recorded.mp4,VID 20181220 103921 550 recorded.mp4,True,2305,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20181220_104143_558_recorded.mp4,VID 20181220 104143 558 recorded.mp4,True,2307,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20181220_104928_629_recorded.mp4,VID 20181220 104928 629 recorded.mp4,True,2309,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20181220_105217_234_recorded.mp4,VID 20181220 105217 234 recorded.mp4,True,2311,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20181220_105249_453_recorded.mp4,VID 20181220 105249 453 recorded.mp4,True,2313,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20181220_105333_203_recorded.mp4,VID 20181220 105333 203 recorded.mp4,True,2315,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20181220_110521_930_recorded.mp4,VID 20181220 110521 930 recorded.mp4,True,2317,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20181220_110749_708_recorded.mp4,VID 20181220 110749 708 recorded.mp4,True,2319,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20181220_111000_123_recorded.mp4,VID 20181220 111000 123 recorded.mp4,True,2321,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20181220_111100_123_recorded.mp4,VID 20181220 111100 123 recorded.mp4,True,2323,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20181220_111200_123_recorded.mp4,VID 20181220 111200 123 recorded.mp4,True,2325,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20181220_111300_123_recorded.mp4,VID 20181220 111300 123 recorded.mp4,True,2327,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20181220_111429_014_recorded.mp4,VID 20181220 111429 014 recorded.mp4,True,2329,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20181220_112100_123_recorded.mp4,VID 20181220 112100 123 recorded.mp4,True,2331,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20181220_112552_221_recorded.mp4,VID 20181220 112552 221 recorded.mp4,True,2333,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20181220_112952_527_recorded.mp4,VID 20181220 112952 527 recorded.mp4,True,2335,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20181220_113142_727_recorded.mp4,VID 20181220 113142 727 recorded.mp4,True,2337,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20181220_113615_405_recorded.mp4,VID 20181220 113615 405 recorded.mp4,True,2339,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20181220_114009_777_recorded.mp4,VID 20181220 114009 777 recorded.mp4,True,2341,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20181220_114301_946_recorded.mp4,VID 20181220 114301 946 recorded.mp4,True,2343,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20181223_071800_123_recorded.mp4,VID 20181223 071800 123 recorded.mp4,True,2345,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20181223_072000_123_recorded.mp4,VID 20181223 072000 123 recorded.mp4,True,2347,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20181225_032700_123_recorded.mp4,VID 20181225 032700 123 recorded.mp4,True,2349,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20181225_033229_793_recorded.mp4,VID 20181225 033229 793 recorded.mp4,True,2351,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20181225_033408_486_recorded.mp4,VID 20181225 033408 486 recorded.mp4,True,2353,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20181225_033732_672_recorded.mp4,VID 20181225 033732 672 recorded.mp4,True,2358,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__VID__DRS__2018__VID_20181225_033856_300_recorded.mp4,VID 20181225 033856 300 recorded.mp4,True,2360,,Ambiguous match (3 candidates); No recorded action
